x,y,Fire_NUM,Year,RSPNCE_TYP,Ignition_Date,Fire_Out_Date,Status,Fire_Cause,Fire_Center,Zone,Fire_ID,Location,Latitude,Longitude,Size,Link
1176338.847,963613.6903,G11297,2023,Full,07/08/2023,,Under Control,Lightning,4,1,1297,Greg Creek FSR,53.6476,-123.3257,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11297
1160584.075,1044779.418,G52126,2023,,07/22/2023,,Out of Control,Lightning,4,5,2126,Teardrop Massvale FSR,54.3795,-123.5213,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G52126
943711.1204,1070839.982,R30140,2023,Full,04/29/2023,05/02/2023,Out,Person,3,3,140,Robin Creek,54.6351,-126.8741,3.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30140
1214638.939,1041879.95,G11060,2023,Monitor,07/01/2023,07/16/2023,Out,Lightning,4,1,1060,1km NW of TeaPot Mountain,54.3338,-122.6901,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11060
1297968.656,980581.9459,G12176,2023,,07/22/2023,,Out of Control,Lightning,4,1,2176,Slim Creek,53.744,-121.4686,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12176
1265439.808,1154238.228,G71676,2023,Full,07/13/2023,07/16/2023,Out,Lightning,4,7,1676,Upper Rocky FSR,55.3148,-121.8058,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71676
1324343.851,1585753.708,G90358,2023,Monitor,05/17/2023,,Out of Control,Person,4,9,358,Tooga Creek,59.1388,-120.3337,41156,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90358
1193402.415,485474.7471,V10500,2023,,05/25/2023,05/25/2023,Out,Person,2,1,500,Apodaca Park,49.3529,-123.3395,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10500
968010.6559,1067473.611,R21623,2023,,07/12/2023,07/15/2023,Out,Lightning,3,2,1623,1 km N of Michelle Bay FSR,54.607,-126.4964,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21623
1030763.373,621938.7785,V80320,2023,Modified,05/15/2023,06/10/2023,Out,Person,2,8,320,3km N of Heydon Bay,50.6117,-125.5651,10,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80320
1215705.837,1112066.356,G11532,2023,Full,07/10/2023,,Out of Control,Lightning,4,1,1532,Reynolds Creek,54.9614,-122.6221,1100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11532
1072849.723,913712.5341,G41493,2023,Modified,07/10/2023,,Fire of Note,Lightning,4,4,1493,Davidson Creek,53.2252,-124.9064,4808.47,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41493
1431888.995,684670.6141,K21627,2023,,07/12/2023,07/19/2023,Out,Lightning,5,2,1627,Bush Creek West,51.0068,-119.8323,0.22,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21627
944136.1108,820834.2986,VA2012,2023,,07/21/2023,07/22/2023,Out,Unknown,2,10,2012,Tallheo Creek,52.3947,-126.8224,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA2012
1505123.825,645335.4708,K42077,2023,,07/21/2023,,Out of Control,Lightning,5,4,2077,Shuswap River,50.5933,-118.8496,6.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42077
1285457.402,835418.9257,C31915,2023,,07/17/2023,,Being Held,Lightning,7,3,1915,SE Dorsey Lake,52.4522,-121.7896,0.09,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31915
1295953.532,1658846.938,G90909,2023,Monitor,06/25/2023,,Out of Control,Lightning,4,9,909,North West of July Lake,59.8137,-120.7329,2363,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90909
1170535.429,793386.7044,C51976,2023,,07/20/2023,,Out of Control,Lightning,7,5,1976,2.8km N of Chilko-Newton Road,52.1245,-123.5046,10.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51976
1318432.108,556089.706,V11223,2023,,07/07/2023,07/15/2023,Out,Lightning,2,1,1223,Speyum Creek,49.931,-121.5624,0.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11223
1394828.711,788792.748,K22190,2023,,07/23/2023,,Out of Control,Lightning,5,2,2190,Jonah Lake,51.966,-120.2384,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22190
894048.5899,1140255.764,R40178,2023,Full,05/03/2023,05/03/2023,Out,Person,3,4,178,Anderson Flats,55.2488,-127.6706,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R40178
1073055.482,822663.2535,C50904,2023,Full,06/24/2023,06/26/2023,Out,Lightning,7,5,904,5km E of Morrison Meadow Road,52.409,-124.9241,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50904
922759.6633,986553.5346,R21229,2023,,07/07/2023,07/15/2023,Out,Lightning,3,2,1229,3Miles SW of Nadina Lake,53.8773,-127.1777,0.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21229
1300197.496,619605.1921,K71218,2023,,07/07/2023,07/12/2023,Out,Lightning,5,7,1218,Nesikep Creek,50.5108,-121.763,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71218
1451070.183,898469.0663,G32059,2023,Full,07/21/2023,07/22/2023,Out,Lightning,4,3,2059,Crooked Creek,52.9013,-119.2705,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32059
1297099.259,596440.2578,K71705,2023,Modified,07/14/2023,,Out of Control,Lightning,5,7,1705,Lean-to Creek,50.3047,-121.8258,154,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71705
939572.2511,1115503.866,R31580,2023,Monitor,07/11/2023,,Under Control,Lightning,3,3,1580,N/E Babine Rec Park,55.0347,-126.9477,2.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31580
1317454.623,1135091.618,G71716,2023,Full,07/14/2023,07/15/2023,Out,Lightning,4,7,1716,Flatbed Creek,55.1135,-121.0078,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71716
1356332.551,820154.287,C31958,2023,,07/20/2023,,Under Control,Lightning,7,3,1958,W of Crooked Lake,52.2733,-120.7642,1.31,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31958
1175800.866,1206865.646,G62150,2023,Full,07/22/2023,,Out of Control,Lightning,4,6,2150,Clearwater FSR,55.8255,-123.1873,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G62150
1005170.887,959158.2721,R11170,2023,,07/06/2023,,Under Control,Lightning,3,1,1170,Chief Road,53.6375,-125.9216,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11170
1498986.011,898616.6392,G30570,2023,Full,06/02/2023,06/03/2023,Out,Person,4,3,570,Yellowhead Lake,52.8597,-118.5604,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30570
1017812.506,783401.0561,VA1462,2023,,07/09/2023,,Out of Control,Lightning,2,10,1462,2.7 KM SW of Elbow Lake,52.0616,-125.7398,414,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1462
1329638.323,979289.3232,G12168,2023,,07/22/2023,,Out of Control,Lightning,4,1,2168,1.5 kms SE of Dome Creek Rd,53.7134,-120.9899,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12168
1624916.439,675379.8144,N72169,2023,Modified,07/22/2023,,Out of Control,Unknown,6,7,2169,Fitch Creek,50.7399,-117.1168,25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72169
1155027.106,923602.3213,C11437,2023,Full,07/09/2023,,Fire of Note,Lightning,7,1,1437,2.5km N of Pelican Lake,53.296,-123.6686,3876,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11437
1192202.207,623952.5021,V31207,2023,,07/07/2023,07/08/2023,Out,Lightning,2,3,1207,N of Lillooet River,50.5975,-123.283,0.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31207
1308005.526,599948.0275,K70951,2023,,06/27/2023,06/28/2023,Out,Unknown,5,7,951,Stein Mountain,50.3303,-121.67,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70951
1430868.575,756965.6321,K22067,2023,,07/21/2023,,Out of Control,Unknown,5,2,2067,McCorvie Creek,51.6541,-119.756,0.84,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22067
1124242.363,1472594.501,G90776,2023,Monitor,06/13/2023,,Out of Control,Lightning,4,9,776,5km North of Beckman Creek,58.2226,-123.8847,804.46,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90776
1235514.926,1193570.555,G71667,2023,Full,07/13/2023,07/14/2023,Out,Lightning,4,7,1667,Fred Nelson Creek,55.6817,-122.2448,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71667
1187831.818,892417.6613,C12124,2023,,07/22/2023,,Being Held,Person,7,1,2124,3.6km SW of Swanson Creek,53.006,-123.1943,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C12124
1316812.433,800653.2319,C31773,2023,Full,07/16/2023,07/16/2023,Out,Lightning,7,3,1773,4km NE of Tillicum Lake,52.1235,-121.3619,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31773
1709172.612,531741.6613,N71918,2023,Full,07/19/2023,,Out of Control,Lightning,6,7,1918,Kamma Creek,49.3602,-116.2142,67,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71918
1054919.975,1173453.92,G51614,2023,Monitor,07/12/2023,,Being Held,Lightning,4,5,1614,Kwanika Creek,55.5544,-125.1275,8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51614
1250328.46,992734.4725,G11924,2023,Full,07/19/2023,07/20/2023,Out,Lightning,4,1,1924,Bateman Creek,53.8779,-122.1816,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11924
1091343.83,960411.5512,G41445,2023,Monitor,07/09/2023,,Out of Control,Lightning,4,4,1445,Swanson Creek,53.6408,-124.6152,400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41445
1006482.125,1099335.119,R21217,2023,,07/07/2023,,Out of Control,Lightning,3,2,1217,Westside Totcha Lake,54.8934,-125.8987,1424,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21217
1171882.462,801913.0713,C51981,2023,Full,07/20/2023,,Out of Control,Lightning,7,5,1981,W of Alexis Creek - Nazko Road,52.2005,-123.4805,1100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51981
1244086.618,940992.9848,G11166,2023,Full,07/06/2023,07/08/2023,Out,Lightning,4,1,1166,Hanekan Lake,53.4178,-122.3177,0.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11166
1614509.709,660484.3994,N52138,2023,,07/22/2023,,Out of Control,Unknown,6,5,2138,Ottawa Creek,50.6187,-117.2891,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52138
1498782.707,608979.6997,K40377,2023,,05/18/2023,05/19/2023,Out,Lightning,5,4,377,Gallon Creek,50.274,-118.9896,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40377
1149541.148,721077.5944,C50129,2023,Full,04/29/2023,05/02/2023,Out,Person,7,5,129,E of Konni Lake,51.4822,-123.8438,10.12,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50129
1268086.639,811512.1746,C20133,2023,Full,04/29/2023,05/02/2023,Out,Person,7,2,133,E of Mountain House Road,52.2471,-122.0648,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20133
845548.5317,1633232.06,R90910,2023,Full,06/25/2023,06/25/2023,Out,Lightning,3,9,910,Mt Monckton,59.6555,-128.7348,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R90910
950704.6009,991325.4424,R20947,2023,Full,06/27/2023,06/28/2023,Out,Person,3,2,947,12km SW of Nadina River,53.9234,-126.7524,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R20947
883139.516,1021461.156,R21260,2023,,07/07/2023,,Being Held,Unknown,3,2,1260,Burnie River,54.1825,-127.795,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21260
1016871.674,999911.1092,R10202,2023,Full,05/04/2023,05/04/2023,Out,Person,3,1,202,5km Uncha Lake Road,54.0024,-125.742,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10202
1338034.99,1513858.695,G92028,2023,,07/21/2023,,Out of Control,Lightning,4,9,2028,Hay River,58.4852,-120.1983,91,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92028
1447851.128,909109.0772,G30213,2023,Full,05/04/2023,05/12/2023,Out,Person,4,3,213,1 km East of Terry Fox Rest stop on Hwy 16 East,52.999,-119.3033,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30213
1221851.848,967835.3444,G11952,2023,Full,07/20/2023,07/21/2023,Out,Lightning,4,1,1952,Wishon Creek,53.668,-122.6333,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11952
932224.2395,1078014.479,R30075,2023,Full,04/21/2023,04/21/2023,Out,Person,3,3,75,0.1km W of Riverside Street,54.6979,-127.0541,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30075
1545811.974,798459.5506,N41861,2023,,07/18/2023,,Out of Control,Lightning,6,4,1861,Lower Poseidon Peak,51.9212,-118.0353,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41861
1331252.517,974572.8136,G11278,2023,Full,07/08/2023,,Under Control,Lightning,4,1,1278,Shiko Creek,53.6702,-120.9706,6.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11278
1080946.048,1073609.528,G50297,2023,Full,05/13/2023,05/23/2023,Out,Person,4,5,297,Tache,54.6565,-124.7423,1.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50297
1195809.088,545879.272,V30816,2023,,06/17/2023,06/17/2023,Out,Person,2,3,816,Statlu Crk,49.895,-123.2745,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30816
1509572.454,650092.5744,K42200,2023,,07/23/2023,,Being Held,Lightning,5,4,2200,Kingfisher Creek,50.6318,-118.7802,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42200
1174405.302,617653.924,V31669,2023,,07/13/2023,07/14/2023,Out,Lightning,2,3,1669,N of Fish Creek,50.5468,-123.5374,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31669
1019151.988,1008541.841,R10260,2023,Full,05/10/2023,05/11/2023,Out,Person,3,1,260,Tchesinkut Lake,54.0797,-125.7066,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10260
1156209.314,1116220.626,G61412,2023,Full,07/09/2023,07/12/2023,Out,Lightning,4,6,1412,Phillips Creek,55.0205,-123.5507,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61412
1031510.952,1200378.337,G50851,2023,Full,06/23/2023,,Out of Control,Lightning,4,5,851,2Km N of Omineca River,55.7977,-125.4963,13813.52,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50851
1016156.585,881772.6321,G41165,2023,Monitor,07/06/2023,,Out of Control,Lightning,4,4,1165,S of Lily Lake,52.9437,-125.7591,1014.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41165
1017941.902,842313.804,VA1483,2023,,07/10/2023,07/10/2023,Out,Lightning,2,10,1483,,52.5899,-125.7347,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1483
1012205.922,997375.9105,R11179,2023,,07/06/2023,07/17/2023,Out,Lightning,3,1,1179,Danskin Rd,53.9798,-125.8135,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11179
1279009.825,580027.1356,K71707,2023,Modified,07/14/2023,,Out of Control,Lightning,5,7,1707,Rutledge Creek,50.1667,-122.0922,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71707
954394.6781,1154623.449,R31465,2023,,07/09/2023,,Out of Control,Lightning,3,3,1465,3mi SW Nilkitkwa Dam,55.3867,-126.7215,639,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31465
1228800.059,866169.8213,C12119,2023,,07/22/2023,,Out of Control,Lightning,7,1,2119,W of Narcosli  Creek,52.7548,-122.6021,1.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C12119
1295283.934,815753.9217,C31431,2023,,07/09/2023,07/10/2023,Out,Lightning,7,3,1431,2.2km SW of Meiss Lake Road,52.2709,-121.6627,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31431
1253356.365,851171.122,C12135,2023,Full,07/22/2023,,Out of Control,Lightning,7,1,2135,N of Gibraltar Mines,52.6094,-122.2498,270,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C12135
1229147.347,864744.2077,C12123,2023,,07/22/2023,,Out of Control,Lightning,7,1,2123,W of Narcosli Creek,52.7419,-122.5979,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C12123
1167349.155,1004553.432,G11504,2023,Full,07/10/2023,,Under Control,Lightning,4,1,1504,Saxton Creek,54.0172,-123.4395,6.44,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11504
1081139.132,1073311.534,G51836,2023,,07/17/2023,,Under Control,Lightning,4,5,1836,SE of Tatchie River,54.6538,-124.7394,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51836
1192666.368,784038.8482,C50023,2023,,04/10/2023,04/16/2023,Out,Person,7,5,23,W of Anahim Creek,52.0332,-123.1865,10.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50023
1122971.956,966601.9578,G41304,2023,Full,07/08/2023,,Out of Control,Lightning,4,4,1304,Frank Lake,53.6897,-124.1334,32.74,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41304
1456208.743,540320.5601,K52064,2023,,07/21/2023,,Out of Control,Lightning,5,5,2064,Good Creek,49.6954,-119.6706,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52064
1327395.859,564075.7582,V11206,2023,,07/07/2023,07/11/2023,Out,Lightning,2,1,1206,Ainsley Creek Drainage,49.9975,-121.4306,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11206
1329724.519,497019.8415,V11777,2023,,07/16/2023,,Being Held,Person,2,1,1777,Schkam Creek,49.3943,-121.4582,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11777
1267031.962,769480.3455,C21501,2023,,07/10/2023,07/12/2023,Out,Lightning,7,2,1501,N of Place Lake Road,51.8712,-122.1141,0.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21501
1079124.568,880690.0834,C11314,2023,,07/08/2023,07/17/2023,Out,Lightning,7,1,1314,9km SE of Neyasri Lake,52.9283,-124.8205,0.09,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11314
979658.416,1300582.416,G60895,2023,Monitor,06/24/2023,,Out of Control,Lightning,4,6,895,West of Wrede Creek,56.6962,-126.3327,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60895
1461273.812,589635.5766,K40997,2023,Full,06/29/2023,06/30/2023,Out,Lightning,5,4,997,Lower Shorts Creek,50.1329,-119.5385,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40997
1375992.584,463530.1803,V10934,2023,,06/26/2023,06/30/2023,Out,Lightning,2,1,934,N of Little Muddy Creek,49.0651,-120.8564,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10934
1735037.16,541513.4163,N10976,2023,Full,06/28/2023,07/04/2023,Out,Lightning,6,1,976,East Peavine FSR,49.4146,-115.8428,0.22,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10976
1607458.46,657684.8451,N72104,2023,Full,07/22/2023,,Out of Control,Lightning,6,7,2104,Laughten Creek,50.6015,-117.3929,1.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72104
950807.4048,1012350.598,R20242,2023,Full,05/06/2023,05/09/2023,Out,Person,3,2,242,N end of Owen Lake,54.1118,-126.7543,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R20242
1164782.489,1045021.442,G52014,2023,,07/21/2023,,Out of Control,Lightning,4,5,2014,Teardrop Lake,54.3803,-123.4565,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G52014
1164133.761,912108.9272,C11308,2023,,07/08/2023,,Under Control,Lightning,7,1,1308,1km NW of Trout Lake,53.1903,-123.5378,11,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11308
1258423.089,796608.8876,C21589,2023,,07/12/2023,07/12/2023,Out,Lightning,7,2,1589,E of Esler Gravel Pit,52.1184,-122.2181,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21589
1315297.379,1282859.495,G80123,2023,Monitor,04/27/2023,05/02/2023,Out,Person,4,8,123,NE of Montney creek,56.4354,-120.8736,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80123
991033.3032,952663.799,R12030,2023,,07/21/2023,,Out of Control,Unknown,3,1,2030,1.5km NE of Chelaslie River,53.5793,-126.1357,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R12030
1189304.169,434174.5626,V60581,2023,Full,06/03/2023,06/03/2023,Out,Unknown,2,6,581,0.2 km N of Ridge Rd,48.8928,-123.4216,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60581
1443657.672,673017.0943,K21838,2023,,07/17/2023,07/19/2023,Out,Lightning,5,2,1838,Banshee Lake,50.8933,-119.6799,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21838
1021989.65,883292.7988,G41158,2023,Modified,07/06/2023,,Fire of Note,Lightning,4,4,1158,1.5km SE of Gatcho Lake,52.9571,-125.672,4301.41,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41158
957905.9135,1104076.869,R21641,2023,,07/12/2023,07/23/2023,Out,Lightning,3,2,1641,600m E of Chapman Lake,54.9342,-126.6585,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21641
951194.0621,1119986.571,R31585,2023,,07/11/2023,,Being Held,Lightning,3,3,1585,Chapman FSR,55.0761,-126.7662,200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31585
988573.127,971762.9711,R11387,2023,,07/09/2023,,Out of Control,Lightning,3,1,1387,14.6 km N of Ghitezli Lake,53.7504,-126.1737,5972,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11387
1459706.244,820427.8378,G31065,2023,Full,07/02/2023,07/03/2023,Out,Lightning,4,3,1065,White Water Creek/Thunder River,52.1973,-119.2531,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G31065
1241029.577,1459770.97,G90273,2023,Monitor,05/12/2023,,Out of Control,Lightning,4,9,273,Klua Lakes,58.0617,-121.9122,44241,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90273
1415137.548,707285.9668,K21432,2023,,07/09/2023,07/10/2023,Out,Unknown,5,2,1432,Flume Road,51.222,-120.0433,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21432
1345469.453,1208655.281,G70110,2023,Full,04/28/2023,05/01/2023,Out,Person,4,7,110,Corner of 237 and 208 Road,55.7521,-120.4789,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70110
1119397.55,1223852.547,G60655,2023,Full,06/06/2023,,Being Held,Lightning,4,6,655,East Side of Muscovite Lakes Provincial Park,55.9945,-124.0818,3020.66,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60655
1326024.752,973469.0937,G12154,2023,,07/22/2023,,Out of Control,Unknown,4,1,2154,Dome Creek,53.6636,-121.0508,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12154
1213153.605,574365.0471,V30952,2023,,06/27/2023,07/05/2023,Out,Lightning,2,3,952,Millar Creek,50.1446,-123.0166,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30952
1234553.443,712534.9655,C21942,2023,,07/20/2023,,Being Held,Person,7,2,1942,Big Basin Park,51.3758,-122.6254,4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21942
1127731.832,870087.8789,C11328,2023,,07/08/2023,,Under Control,Lightning,7,1,1328,S of Narcosli Lake,52.8238,-124.1005,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11328
1250176.777,833736.7484,C21408,2023,,07/09/2023,07/11/2023,Out,Lightning,7,2,1408,1.5km SW of Ross Lake,52.4548,-122.3102,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21408
1741178.37,564449.5624,N11805,2023,Full,07/17/2023,,Fire of Note,Person,6,1,1805,St Mary's River,49.6108,-115.7134,4093,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11805
